                          RANK  COUNT  ZIPF FREQUENCY
pfund                     1056      3            3168
liverpool                 1057      3            3171
jenen                     1058      3            3174
zeitungen                 1059      3            3177
depesche                  1060      3            3180
kollegen                  1061      3            3183
rang                      1062      3            3186
buchstaben                1063      3            3189
geräuschlos               1064      3            3192
dazwischen                1065      3            3195
neuer                     1066      3            3198
zwanzig                   1067      3            3201
rätselhafte               1068      3            3204
scheinbar                 1069      3            3207
sprechen                  1070      3            3210
audley                    1071      3            3213
court                     1072      3            3216
breiten                   1073      3            3219
trichinopollycigarre      1074      3            3222
neu                       1075      3            3225
erdreich                  1076      3            3228
dahin                     1077      3            3231
weichen                   1078      3            3234
grobe                     1079      3            3237
dunkel                    1080      3            3240
sorte                     1081      3            3243
gehören                   1082      3            3246
erscheint                 1083      3            3249
beifällig                 1084      3            3252
hauptsache                1085      3            3255
rot                       1086      3            3258
schuhwerk                 1087      3            3261
schritten                 1088      3            3264
wut                       1089      3            3267
gelegt                    1090      3            3270
schlaf                    1091      3            3273
unterwegs                 1092      3            3276
na                        1093      3            3279
riß                       1094      3            3282
stammelte                 1095      3            3285
öffnen                    1096      3            3288
thaten                    1097      3            3291
genommen                  1098      3            3294
füßen                     1099      3            3297
ueberrock                 1100      3            3300
peitsche                  1101      3            3303
zurückgelassen            1102      3            3306
seien                     1103      3            3309
schlüssel                 1104      3            3312
verbrecher                1105      3            3315
anstrengungen             1106      3            3318
ermordeten                1107      3            3321
gehalten                  1108      3            3324
dafür                     1109      3            3327
gefahr                    1110      3            3330
verloren                  1111      3            3333
eintrat                   1112      3            3336
telegramm                 1113      3            3339
gezogen                   1114      3            3342
herauf                    1115      3            3345
sally                     1116      3            3348
monaten                   1117      3            3351
houndsditch               1118      3            3354
mischte                   1119      3            3357
sawyer                    1120      3            3360
dennis                    1121      3            3363
unternehmen               1122      3            3366
hinten                    1123      3            3369
stieg                     1124      3            3372
starr                     1125      3            3375
bewegung                  1126      3            3378
junger                    1127      3            3381
tief                      1128      3            3384
eustoner                  1129      3            3387
zuversichtlich            1130      3            3390
bedeutung                 1131      3            3393
entkommen                 1132      3            3396
vernehmen                 1133      3            3399
dutzend                   1134      3            3402
schlau                    1135      3            3405
arthur                    1136      3            3408
atmete                    1137      3            3411
›um                       1138      3            3414
verließ                   1139      3            3417
mary                      1140      3            3420
los                       1141      3            3423
›ja‹                      1142      3            3426
flüsterte                 1143      3            3429
josef                     1144      3            3432
ereignis                  1145      3            3435
nähe                      1146      3            3438
schwelle                  1147      3            3441
daneben                   1148      3            3444
schachtel                 1149      3            3447
manne                     1150      3            3450
kraft                     1151      3            3453
lande                     1152      3            3456
heiligen                  1153      3            3459
innern                    1154      3            3462
sierra                    1155      3            3465
ungeheure                 1156      3            3468
umher                     1157      3            3471
haupt                     1158      3            3474
langsam                   1159      3            3477
hunger                    1160      3            3480
durst                     1161      3            3483
westen                    1162      3            3486
bündel                    1163      3            3489
ist's                     1164      3            3492
herzchen                  1165      3            3495
dein                      1166      3            3498
wuchs                     1167      3            3501
tiere                     1168      3            3504
riefen                    1169      3            3507
pferde                    1170      3            3510
tieren                    1171      3            3513
seid                      1172      3            3516
brigham                   1173      3            3519
young                     1174      3            3522
utah                      1175      3            3525
ferriers                  1176      3            3528
sattel                    1177      3            3531
1                         1178      2            2356
londoner                  1179      2            2358
kursus                    1180      2            2360
zugeteilt                 1181      2            2362
damals                    1182      2            2364
zweite                    1183      2            2366
erfuhr                    1184      2            2368
offiziere                 1185      2            2370
glücklich                 1186      2            2372
mißerfolg                 1187      2            2374
geschafft                 1188      2            2376
erholte                   1189      2            2378
ausgestandenen            1190      2            2380
durfte                    1191      2            2382
heftigkeit                1192      2            2384
bewußtsein                1193      2            2386
befand                    1194      2            2388
solchem                   1195      2            2390
beschlossen               1196      2            2392
monat                     1197      2            2394
tägliches                 1198      2            2396
umging                    1199      2            2398
entweder                  1200      2            2400
begegnete                 1201      2            2402
tages                     1202      2            2404
bekannten                 1203      2            2406
einsamen                  1204      2            2408
wein                      1205      2            2410
erlebnisse                1206      2            2412
nuß                       1207      2            2414
dürr                      1208      2            2416
abenteuer                 1209      2            2418
aufgabe                   1210      2            2420
preis                     1211      2            2422
sonderbar                 1212      2            2424
aeußerung                 1213      2            2426
bekannter                 1214      2            2428
kosten                    1215      2            2430
zusammenziehen            1216      2            2432
weinglas                  1217      2            2434
hinsicht                  1218      2            2436
mediziner                 1219      2            2438
ahnung                    1220      2            2440
anatomie                  1221      2            2442
medizin                   1222      2            2444
unmethodisch              1223      2            2446
gebieten                  1224      2            2448
zuweilen                  1225      2            2450
mute                      1226      2            2452
lernen                    1227      2            2454
vorliebe                  1228      2            2456
vertieft                  1229      2            2458
gesundheitszustand        1230      2            2460
aufregung                 1231      2            2462
vertragen                 1232      2            2464
genossen                  1233      2            2466
daran                     1234      2            2468
deinen                    1235      2            2470
treffen                   1236      2            2472
manchmal                  1237      2            2474
wochenlang                1238      2            2476
anderen                   1239      2            2478
freuden                   1240      2            2480
anderes                   1241      2            2482
sprache                   1242      2            2484
vegetabilischen           1243      2            2486
bosheit                   1244      2            2488
beobachten                1245      2            2490
gerechtigkeit             1246      2            2492
genauigkeit               1247      2            2494
angekommen                1248      2            2496
gäßchen                   1249      2            2498
thüren                    1250      2            2500
seiten                    1251      2            2502
anschloß                  1252      2            2504
wänden                    1253      2            2506
dasaß                     1254      2            2508
viktoria                  1255      2            2510
hämoglobin                1256      2            2512
niederschlag              1257      2            2514
stoff                     1258      2            2516
erfreut                   1259      2            2518
bekanntschaft             1260      2            2520
kräftigem                 1261      2            2522
sehe                      1262      2            2524
wieso                     1263      2            2526
vergnügt                  1264      2            2528
rockärmel                 1265      2            2530
trotzdem                  1266      2            2532
gewünschte                1267      2            2534
goß                       1268      2            2536
bräunlicher               1269      2            2538
klatschte                 1270      2            2540
spielzeug                 1271      2            2542
anzustellen               1272      2            2544
untersuchung              1273      2            2546
flecken                   1274      2            2548
alt                       1275      2            2550
fällt                     1276      2            2552
kleider                   1277      2            2554
schmutzflecke             1278      2            2556
bloß                      1279      2            2558
schwierigkeit             1280      2            2560
geist                     1281      2            2562
feuereifer                1282      2            2564
hals                      1283      2            2566
fällen                    1284      2            2568
scheinen                  1285      2            2570
schreiben                 1286      2            2572
kriminalstatistik         1287      2            2574
klebte                    1288      2            2576
mache                     1289      2            2578
giften                    1290      2            2580
vortrefflich              1291      2            2582
thue                      1292      2            2584
vorüber                   1293      2            2586
lachen                    1294      2            2588
schlafe                   1295      2            2590
ich                      1296      2            2592
spielen                   1297      2            2594
besorgt                   1298      2            2596
gefällt                   1299      2            2598
wann                      1300      2            2600
besichtigen               1301      2            2602
schüttelnd                1302      2            2604
gewisse                   1303      2            2606
beste                     1304      2            2608
studiere                  1305      2            2610
manche                    1306      2            2612
wette                     1307      2            2614
2                         1308      2            2616
behagliche                1309      2            2618
selben                    1310      2            2620
besitztümer               1311      2            2622
koffern                   1312      2            2624
fertig                    1313      2            2626
begannen                  1314      2            2628
gewöhnen                  1315      2            2630
regelmäßig                1316      2            2632
führen                    1317      2            2634
thatkraft                 1318      2            2636
dauerte                   1319      2            2638
sofa                      1320      2            2640
gewöhnlichen              1321      2            2642
annahme                   1322      2            2644
ausgeschlossen            1323      2            2646
wochen                    1324      2            2648
ergründen                 1325      2            2650
verfolgte                 1326      2            2652
gestiegen                 1327      2            2654
festigkeit                1328      2            2656
trugen                    1329      2            2658
spuren                    1330      2            2660
geschicklichkeit          1331      2            2662
neugier                   1332      2            2664
versuchte                 1333      2            2666
wenige                    1334      2            2668
besuchen                  1335      2            2670
höchlich                  1336      2            2672
unterrichten              1337      2            2674
manchen                   1338      2            2676
erstaunlich               1339      2            2678
fächern                   1340      2            2680
astronomie                1341      2            2682
philosophie               1342      2            2684
sonnensystem              1343      2            2686
vorstellungen             1344      2            2688
unserem                   1345      2            2690
jahrhundert               1346      2            2692
unbegreiflich             1347      2            2694
gleicht                   1348      2            2696
braucht                   1349      2            2698
nützlich                  1350      2            2700
bedarf                    1351      2            2702
bester                    1352      2            2704
wände                     1353      2            2706
und                      1354      2            2708
höchster                  1355      2            2710
schwebte                  1356      2            2712
verdrießen                1357      2            2714
gespräch                  1358      2            2716
schlüsse                  1359      2            2718
daraus                    1360      2            2720
nutzen                    1361      2            2722
brachten                  1362      2            2724
einzelnen                 1363      2            2726
geistiger                 1364      2            2728
5                         1365      2            2730
6                         1366      2            2732
7                         1367      2            2734
11                        1368      2            2736
schwach                   1369      2            2738
praktische                1370      2            2740
zurückgekehrt             1371      2            2742
beinkleidern              1372      2            2744
stadtgegend               1373      2            2746
anzugeben                 1374      2            2748
stammen                   1375      2            2750
guter                     1376      2            2752
gesetze                   1377      2            2754
feuer                     1378      2            2756
holmes'                   1379      2            2758
überlassen                1380      2            2760
bekannte                  1381      2            2762
saiten                    1382      2            2764
entlockte                 1383      2            2766
stets                     1384      2            2768
einbildung                1385      2            2770
vermochte                 1386      2            2772
einspruch                 1387      2            2774
erhoben                   1388      2            2776
besuch                    1389      2            2778
stehe                     1390      2            2780
lauf                      1391      2            2782
halbe                     1392      2            2784
nachmittag                1393      2            2786
altes                     1394      2            2788
weib                      1395      2            2790
späteren                  1396      2            2792
längere                   1397      2            2794
uniform                   1398      2            2796
merkwürdigen              1399      2            2798
bat                       1400      2            2800
widerstand                1401      2            2802
vertrauen                 1402      2            2804
vierten                   1403      2            2806
gedächtnis                1404      2            2808
frühstück                 1405      2            2810
journal                   1406      2            2812
angestrichen              1407      2            2814
verfasser                 1408      2            2816
dingen                    1409      2            2818
alltäglichen              1410      2            2820
bündig                    1411      2            2822
ungereimt                 1412      2            2824
innersten                 1413      2            2826
hieß                      1414      2            2828
einzigen                  1415      2            2830
vollkommenheit            1416      2            2832
größten                   1417      2            2834
schwierigkeiten           1418      2            2836
bieten                    1419      2            2838
möge                      1420      2            2840
begegnung                 1421      2            2842
bestimmen                 1422      2            2844
beobachtungsgabe          1423      2            2846
beschäftigung             1424      2            2848
schluß                    1425      2            2850
gelangen                  1426      2            2852
lebtag                    1427      2            2854
lehnstuhl                 1428      2            2856
fahren                    1429      2            2858
verlieren                 1430      2            2860
erscheinen                1431      2            2862
volle                     1432      2            2864
handwerk                  1433      2            2866
geheimpolizist            1434      2            2868
detektivs                 1435      2            2870
teils                     1436      2            2872
dienst                    1437      2            2874
beweismaterial            1438      2            2876
verbrechens               1439      2            2878
missethaten               1440      2            2880
enträtseln                1441      2            2882
kürzlich                  1442      2            2884
knoten                    1443      2            2886
mancherlei                1444      2            2888
erleichtern               1445      2            2890
kämen                     1446      2            2892
gedankengang              1447      2            2894
zusammenhang              1448      2            2896
militärarzt               1449      2            2898
haut                      1450      2            2900
tropen                    1451      2            2902
zeigen                    1452      2            2904
verwundet                 1453      2            2906
gelangt                   1454      2            2908
büchern                   1455      2            2910
liest                     1456      2            2912
scharfsinn                1457      2            2914
erden                     1458      2            2916
besessen                  1459      2            2918
nützt                     1460      2            2920
durchsichtig              1461      2            2922
gewöhnliche               1462      2            2924
leichtigkeit              1463      2            2926
drüben                    1464      2            2928
gegenüberliegenden        1465      2            2930
straßenseite              1466      2            2932
auszurichten              1467      2            2934
geraten                   1468      2            2936
quer                      1469      2            2938
klopfte                   1470      2            2940
tiefe                     1471      2            2942
einhändigend              1472      2            2944
raschen                   1473      2            2946
dienstmann                1474      2            2948
leichten                  1475      2            2950
königlichen               1476      2            2952
leiser                    1477      2            2954
erraten                   1478      2            2956
gereizt                   1479      2            2958
entschuldigen             1480      2            2960
zweimal                   1481      2            2962
forderte                  1482      2            2964
see                       1483      2            2966
verriet                   1484      2            2968
hoch                      1485      2            2970
gewissen                  1486      2            2972
urteilen                  1487      2            2974
klingt                    1488      2            2976
schlimmer                 1489      2            2978
lichtschimmer             1490      2            2980
schöpfte                  1491      2            2982
beraubung                 1492      2            2984
leere                     1493      2            2986
geneigt                   1494      2            2988
lasse                     1495      2            2990
ankunft                   1496      2            2992
dieselbe                  1497      2            2994
andermal                  1498      2            2996
jawohl                    1499      2            2998
verstehe                  1500      2            3000
faust                     1501      2            3002
geschäftig                1502      2            3004
windeseile                1503      2            3006
gehüllt                   1504      2            3008
übrig                     1505      2            3010
fehlen                    1506      2            3012
irre                      1507      2            3014
halt                      1508      2            3016
bestand                   1509      2            3018
düstern                   1510      2            3020
unheimlichen              1511      2            3022
gehörte                   1512      2            3024
fensterscheiben           1513      2            3026
letzteren                 1514      2            3028
kleines                   1515      2            3030
hindurch                  1516      2            3032
pfad                      1517      2            3034
aufgeweicht               1518      2            3036
hölzernes                 1519      2            3038
gitter                    1520      2            3040
polizist                  1521      2            3042
erwartet                  1522      2            3044
untersuchungen            1523      2            3046
beginnen                  1524      2            3048
weile                     1525      2            3050
forschend                 1526      2            3052
gesenkt                   1527      2            3054
ausruf                    1528      2            3056
nassen                    1529      2            3058
herrühren                 1530      2            3060
erhalten                  1531      2            3062
verborgen                 1532      2            3064
notizbuch                 1533      2            3066
schüttelte                1534      2            3068
unberührt                 1535      2            3070
rieb                      1536      2            3072
rechts                    1537      2            3074
ergriffen                 1538      2            3076
todes                     1539      2            3078
geräumiger                1540      2            3080
tapete                    1541      2            3082
überzogen                 1542      2            3084
einigen                   1543      2            3086
herunter                  1544      2            3088
düstere                   1545      2            3090
graue                     1546      2            3092
ausgestreckt              1547      2            3094
haar                      1548      2            3096
kurzem                    1549      2            3098
zuvor                     1550      2            3100
öden                      1551      2            3102
fußboden                  1552      2            3104
erinnert                  1553      2            3106
schnelligkeit             1554      2            3108
roch                      1555      2            3110
ermitteln                 1556      2            3112
hob                       1557      2            3114
getragen                  1558      2            3116
ohnehin                   1559      2            3118
äußerte                   1560      2            3120
jedenfalls                1561      2            3122
taschen                   1562      2            3124
flur                      1563      2            3126
verließen                 1564      2            3128
inhalt                    1565      2            3130
haufen                    1566      2            3132
no                        1567      2            3134
goldener                  1568      2            3136
karten                    1569      2            3138
briefe                    1570      2            3140
wechselbank               1571      2            3142
erkundigungen             1572      2            3144
was                      1573      2            3146
umstände                  1574      2            3148
nachricht                 1575      2            3150
thatsache                 1576      2            3152
inzwischen                1577      2            3154
soeben                    1578      2            3156
aufmerksam                1579      2            3158
triumph                   1580      2            3160
abgelaufen                1581      2            3162
strich                    1582      2            3164
rache                     1583      2            3166
vorliegt                  1584      2            3168
kaminsims                 1585      2            3170
dunkeln                   1586      2            3172
ausrufe                   1587      2            3174
begierde                  1588      2            3176
verlorene                 1589      2            3178
minuten                   1590      2            3180
sorgfältig                1591      2            3182
zuletzt                   1592      2            3184
steckte                   1593      2            3186
seltsamen                 1594      2            3188
neugierigen               1595      2            3190
gefolgt                   1596      2            3192
ziel                      1597      2            3194
fragten                   1598      2            3196
atem                      1599      2            3198
seite                     1600      2            3200
ruhm                      1601      2            3202
verlauf                   1602      2            3204
forschungen               1603      2            3206
füße                      1604      2            3208
spitzen                   1605      2            3210
opfer                     1606      2            3212
angefahren                1607      2            3214
rötliche                  1608      2            3216
fingernägel               1609      2            3218
vergiftet                 1610      2            3220
entfernte                 1611      2            3222
blickten                  1612      2            3224
erzählte                  1613      2            3226
gewißheit                 1614      2            3228
aeußere                   1615      2            3230
größe                     1616      2            3232
staubigen                 1617      2            3234
gartenweg                 1618      2            3236
weggeschritten            1619      2            3238
rande                     1620      2            3240
ueber                     1621      2            3242
schmeichle                1622      2            3244
obgleich                  1623      2            3246
überzeugt                 1624      2            3248
gift                      1625      2            3250
woher                     1626      2            3252
verständnis               1627      2            3254
reinen                    1628      2            3256
manches                   1629      2            3258
meinung                   1630      2            3260
sozialisten               1631      2            3262
verfahren                 1632      2            3264
allzu                     1633      2            3266
kürzester                 1634      2            3268
frist                     1635      2            3270
bisher                    1636      2            3272
lob                       1637      2            3274
schönheit                 1638      2            3276
groben                    1639      2            3278
geriet                    1640      2            3280
staub                     1641      2            3282
vermutung                 1642      2            3284
neruda                    1643      2            3286
gesprächs                 1644      2            3288
goldstück                 1645      2            3290
vergnügen                 1646      2            3292
falten                    1647      2            3294
anfang                    1648      2            3296
›weißen                   1649      2            3298
hirsch‹                   1650      2            3300
grog                      1651      2            3302
nachsehen                 1652      2            3304
mieter                    1653      2            3306
geheuer                   1654      2            3308
gartenthor                1655      2            3310
grunde                    1656      2            3312
weges                     1657      2            3314
verstorbene               1658      2            3316
lichtschein               1659      2            3318
mehrmals                  1660      2            3320
sitz                      1661      2            3322
reichte                   1662      2            3324
festnehmen                1663      2            3326
pfeife                    1664      2            3328
nimmt                     1665      2            3330
heißen                    1666      2            3332
neuem                     1667      2            3334
hab'                      1668      2            3336
betrunkener               1669      2            3338
sinnlos                   1670      2            3340
entwischen                1671      2            3342
narr                      1672      2            3344
beschreibung              1673      2            3346
verwickelt                1674      2            3348
brauchen                  1675      2            3350
netz                      1676      2            3352
verdanke                  1677      2            3354
nachdachte                1678      2            3356
behauptung                1679      2            3358
kampf                     1680      2            3360
waffe                     1681      2            3362
angreifer                 1682      2            3364
gebildet                  1683      2            3366
essen                     1684      2            3368
begebenheit               1685      2            3370
erwähnt                   1686      2            3372
melden                    1687      2            3374
schickt                   1688      2            3376
entdeckte                 1689      2            3378
verlust                   1690      2            3380
betrunken                 1691      2            3382
fürchten                  1692      2            3384
ablauf                    1693      2            3386
geige                     1694      2            3388
zieht                     1695      2            3390
herausziehend             1696      2            3392
stark                     1697      2            3394
geschlossen               1698      2            3396
langsamen                 1699      2            3398
gewaltthätigen            1700      2            3400
erwarteten                1701      2            3402
plötzlichen               1702      2            3404
ängstlich                 1703      2            3406
deutete                   1704      2            3408
proviantmeister           1705      2            3410
gestern                   1706      2            3412
zirkus                    1707      2            3414
griff                     1708      2            3416
dunkanstraße              1709      2            3418
13                        1710      2            3420
wackerer                  1711      2            3422
sauberer                  1712      2            3424
solange                   1713      2            3426
weiber                    1714      2            3428
minute                    1715      2            3430
verfolger                 1716      2            3432
gelingen                  1717      2            3434
roman                     1718      2            3436
gelächter                 1719      2            3438
erlebnis                  1720      2            3440
froh                      1721      2            3442
trotz                     1722      2            3444
person                    1723      2            3446
sparen                    1724      2            3448
schallte                  1725      2            3450
fahrt                     1726      2            3452
wartete                   1727      2            3454
wild                      1728      2            3456
verwünschungen            1729      2            3458
staunen                   1730      2            3460
verfallen                 1731      2            3462
seltsame                  1732      2            3464
›daily                    1733      2            3466
begleitet                 1734      2            3468
mangel                    1735      2            3470
furchtbare                1736      2            3472
traurigen                 1737      2            3474
früchte                   1738      2            3476
torquay                   1739      2            3478
terrace                   1740      2            3480
absicht                   1741      2            3482
meilen                    1742      2            3484
falles                    1743      2            3486
versicherte               1744      2            3488
sekretärs                 1745      2            3490
pension                   1746      2            3492
aufgehalten               1747      2            3494
kunde                     1748      2            3496
kapital                   1749      2            3498
bemühungen                1750      2            3500
vieler                    1751      2            3502
halbes                    1752      2            3504
bringt                    1753      2            3506
überall                   1754      2            3508
heftig                    1755      2            3510
stufen                    1756      2            3512
schatten                  1757      2            3514
rechte                    1758      2            3516
sichtlich                 1759      2            3518
cigarre                   1760      2            3520
wohlgefallen              1761      2            3522
knie                      1762      2            3524
klug                      1763      2            3526
abgesehen                 1764      2            3528
unschuldig                1765      2            3530
underwood                 1766      2            3532
gefühl                    1767      2            3534
gerät                     1768      2            3536
gewohnt                   1769      2            3538
hat‹                      1770      2            3540
uhr‹                      1771      2            3542
mühsam                    1772      2            3544
›herr                     1773      2            3546
seitdem                   1774      2            3548
stille                    1775      2            3550
›laß                      1776      2            3552
aufrichtig                1777      2            3554
gott‹                     1778      2            3556
ums                       1779      2            3558
frei                      1780      2            3560
ermahnte                  1781      2            3562
›wenn                     1782      2            3564
verdächtig                1783      2            3566
gebot                     1784      2            3568
erregung                  1785      2            3570
trebber                   1786      2            3572
vorher                    1787      2            3574
zeigte                    1788      2            3576
frech                     1789      2            3578
lästigen                  1790      2            3580
stein                     1791      2            3582
zärtlich                  1792      2            3584
kurzer                    1793      2            3586
saß                       1794      2            3588
getöse                    1795      2            3590
›der                      1796      2            3592
überzeugen                1797      2            3594
nicht‹                    1798      2            3596
›wo                       1799      2            3598
bleichen                  1800      2            3600
ermordung                 1801      2            3602
worte                     1802      2            3604
gesprochen                1803      2            3606
schlag                    1804      2            3608
früheren                  1805      2            3610
verwickelter              1806      2            3612
tiefem                    1807      2            3614
ernst                     1808      2            3616
hallidays                 1809      2            3618
lestrades                 1810      2            3620
schrecken                 1811      2            3622
brauen                    1812      2            3624
gleichfalls               1813      2            3626
kriegsrat                 1814      2            3628
halb                      1815      2            3630
hausknecht                1816      2            3632
entsetzen                 1817      2            3634
dicht                     1818      2            3636
tot                       1819      2            3638
schauerlichen             1820      2            3640
leiter                    1821      2            3642
arbeiter                  1822      2            3644
verbrechers               1823      2            3646
börse                     1824      2            3648
fäden                     1825      2            3650
zugleich                  1826      2            3652
übergeben                 1827      2            3654
entzwei                   1828      2            3656
stangersons               1829      2            3658
milch                     1830      2            3660
ungeduld                  1831      2            3662
getroffen                 1832      2            3664
unschädlich               1833      2            3666
bestätigte                1834      2            3668
beweise                   1835      2            3670
solle                     1836      2            3672
gewohnheit                1837      2            3674
kühnen                    1838      2            3676
pläne                     1839      2            3678
erbaut                    1840      2            3680
handschellen              1841      2            3682
führt                     1842      2            3684
erfüllt                   1843      2            3686
droschkenkutscher         1844      2            3688
riemen                    1845      2            3690
fester                    1846      2            3692
hielten                   1847      2            3694
wilder                    1848      2            3696
gewaltiger                1849      2            3698
mächtigen                 1850      2            3700
banden                    1851      2            3702
bereit                    1852      2            3704
wüstengegend              1853      2            3706
norden                    1854      2            3708
süden                     1855      2            3710
nevada                    1856      2            3712
herrscht                  1857      2            3714
reißende                  1858      2            3716
zerklüftete               1859      2            3718
endlosen                  1860      2            3720
sommer                    1861      2            3722
alkalistaub               1862      2            3724
nirgends                  1863      2            3726
pawnees                   1864      2            3728
geliebte                  1865      2            3730
steppe                    1866      2            3732
dunklen                   1867      2            3734
nördlichen                1868      2            3736
bianca                    1869      2            3738
soweit                    1870      2            3740
endlose                   1871      2            3742
bedeckt                   1872      2            3744
gipfel                    1873      2            3746
glänzt                    1874      2            3748
grell                     1875      2            3750
gebeine                   1876      2            3752
anhöhe                    1877      2            3754
thal                      1878      2            3756
entscheiden               1879      2            3758
abgezehrtes               1880      2            3760
weißen                    1881      2            3762
flinte                    1882      2            3764
verrieten                 1883      2            3766
osten                     1884      2            3768
großes                    1885      2            3770
